chr#	GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID
6	79897 : 202658	RPP21 : TRIM39-RPP21	ENSG00000241370 : ENSG00000248167	21300 : 38845		Q9H633 : A0A096LP39	RPP21 : A0A096LP39
17	80755 : 100885850	AARSD1 : PTGES3L-AARSD1	ENSG00000266967 : ENSG00000108825	28417 : 43946			
6	80759 : 122539213	KHDC1 : LOC122539213					
X	80823 : 100528062	GPRASP3 : ARMCX5-GPRASP2	ENSG00000198908 : ENSG00000286237	29353 : 42000			
11	80829 : 386607	ZFP91 : ZFP91-CNTF		14983 : 33441			
6	80864 : 100532746	EGFL8 : PPT2-EGFL8	ENSG00000241404 : ENSG00000258388	13944 : 48343			
1	81025 : 100527950	GJA9 : GJA9-MYCBP					
15	81488 : 145781	POLR2M : GCOM1	ENSG00000255529 : ENSG00000137878	14862 : 26424		Q6EEV4 : H8Y6P7	GL1AD : H8Y6P7
6	81567 : 100526836	TXNDC5 : BLOC1S5-TXNDC5	ENSG00000239264 : ENSG00000259040	21073 : 42001			
7	81628 : 122198330	TSC22D4 : TSC22D4-C7ORF61					
2	83444 : 100532735	INO80B : INO80B-WBP1	ENSG00000115274 : ENSG00000274049	13324 : 49199			
13	83852 : 107303344	SETDB2 : SETDB2-PHF11					
3	84126 : 111822955	ATRIP : ATRIP-TREX1	ENSG00000164053 : ENSG00000164053				
3	84129 : 100532724	ACAD11 : NPHP3-ACAD11	ENSG00000240303 : ENSG00000274810	30211 : 48351			
7	84182 : 100526825	MINDY4 : INMT-MINDY4	ENSG00000106125 : ENSG00000254959	21916 : 41995			
19	84527 : 100529215	ZNF559 : ZNF559-ZNF177	ENSG00000188321 : ENSG00000270011	28197 : 42964			
8	84773 : 157542	TMEM276 : LOC84773-CYHR1	ENSG00000187954 : ENSG00000187954				
6	84918 : 127752397	LRP11 : RAET1E-LRP11					
8	84933 : 100533106	C8orf76 : ZHX1-C8orf76	ENSG00000189376 : ENSG00000259305	25924 : 42975		Q96K31 : Q96EF9	CH076 : ZHX1R
10	84986 : 100533184	ARHGAP19 : ARHGAP19-SLIT1	ENSG00000213390 : ENSG00000269891	23724 : 48348			
1	89866 : 111240474	SEC16B : CRYZL2P-SEC16B		30301 : 53757			
16	89927 : 127898555						
20	90196 : 767557	SYS1 : SYS1-DBNDD2	ENSG00000204070 : ENSG00000254806	16162 : 33535			
19	90589 : 100529855	ZNF625 : ZNF625-ZNF20		30571 : 48368			
9	91283 : 100526694	MSANTD3 : MSANTD3-TMEFF1		23370 : 38838			
14	91612 : 100529261	CHURC1 : CHURC1-FNTB	ENSG00000258289 : ENSG00000125954	20099 : 42960		Q8WUH1 : B4DL54	CHUR : B4DL54
19	91661 : 110116772	ZNF765 : ZNF765-ZNF761					
11	91894 : 100528019	C11orf52 : HSPB2-C11orf52	ENSG00000149300 : ENSG00000254445	30531 : 41996			
2	93034 : 100526794	NT5C1B : NT5C1B-RDH14	ENSG00000185013 : ENSG00000250741	17818 : 38831			
1	93474 : 100533111	ZNF670 : ZNF670-ZNF695	ENSG00000277462 : ENSG00000135747	28167 : 49200			
2	96626 : 100271835	LIMS3 : LIMS3-LOC440895	ENSG00000256977 : ENSG00000284337				
19	112398 : 100529264	EGLN2 : RAB4B-EGLN2		14660 : 44465			
16	113540 : 100529251	CMTM1 : CKLF-CMTM1	ENSG00000089505 : ENSG00000254788	19172 : 39977		Q8IZ96 : A0A087WVB3	CKLF1 : A0A087WVB3
5	114899 : 100534612	C1QTNF3 : C1QTNF3-AMACR	ENSG00000082196 : ENSG00000273294	14326 : 49198			
X	114928 : 100528062	GPRASP2 : ARMCX5-GPRASP2	ENSG00000158301 : ENSG00000286237	25169 : 42000			
3	116211 : 100534611	TM4SF19 : TM4SF19-DYNLT2B		25167 : 49190			
15	117155 : 110006325	CATSPER2 : PPIP5K1P1-CATSPER2					
17	117584 : 100529207	RFFL : RAD51L3-RFFL					
11	117854 : 445372	TRIM6 : TRIM6-TRIM34	ENSG00000121236 : ENSG00000258588	16277 : 33440		Q9C030 : B2RNG4	TRIM6 : B2RNG4
10	118471 : 104326056	PRAP1 : ZNF511-PRAP1	ENSG00000165828 : ENSG00000283496	23304 : 38088			
10	118472 : 104326056	ZNF511 : ZNF511-PRAP1	ENSG00000198546 : ENSG00000283496	28445 : 38088			
10	119016 : 114004351	AGAP4 : PARGP1-AGAP4					
10	119032 : 100528007	BORCS7 : BORCS7-ASMT		23516 : 49183			
17	124944 : 100529209	C17orf49 : RNASEK-C17orf49	ENSG00000258315 : ENSG00000161939	28737 : 44419			
19	125893 : 100529240	ZNF816 : ZNF816-ZNF321P	ENSG00000180257 : ENSG00000221874	26995 : 38879		Q0VGE8 : Q8N8H1	ZN816 : ZN321
6	134701 : 123956252	RIPPLY2 : RIPPLY2-CYB5R4					
6	135250 : 127752397	RAET1E : RAET1E-LRP11					
21	140290 : 110091775	TCP10L : CFAP298-TCP10L	ENSG00000242220 : ENSG00000265590	11657 : 54636			
2	140739 : 100533179	UBE2F : UBE2F-SCLY	ENSG00000184182 : ENSG00000258984	12480 : 48339			
20	140870 : 100526773	WFDC6 : EPPIN-WFDC6	ENSG00000243543 : ENSG00000249139	16164 : 38825			
12	144347 : 100533183	RFLNA : ZNF664-RFLNA	ENSG00000178882 : ENSG00000178882				
12	144348 : 100533183	ZNF664 : ZNF664-RFLNA	ENSG00000179195 : ENSG00000178882				
14	145553 : 100528064	MDP1 : NEDD8-MDP1	ENSG00000213920 : ENSG00000255526	28781 : 39551			
17	146880 : 109286553	ARHGAP27P1 : ARHGAP27P1-BPTFP1-KPNA2P3	<NA> : ENSG00000215769	28630 : 52873			
17	147081 : 104909134	LINC02210 : LINC02210-CRHR1	ENSG00000204650 : ENSG00000263715	26327 : 51483		<NA> : B4DMR5	<NA> : B4DMR5
17	147172 : 107133515	LRRC37BP1 : SMURF2P1-LRRC37BP1					
19	147670 : 114818278	SMIM17 : ZNF71-SMIM17					
1	148534 : 100527978	TLCD4 : TLCD4-RWDD3	ENSG00000152078 : ENSG00000271092	26477 : 49388		Q96MV1 : S4R434	TLCD4 : S4R434
2	151230 : 100526832	KLHL23 : PHOSPHO2-KLHL23	ENSG00000213160 : ENSG00000213160				
7	154791 : 100996928	FMC1 : FMC1-LUC7L2	ENSG00000164898 : ENSG00000269955	26946 : 44671		<NA> : A0A0A6YYJ8	<NA> : A0A0A6YYJ8
15	161497 : 110006325	STRC : PPIP5K1P1-CATSPER2					
15	161582 : 100533483	DNAAF4 : DNAAF4-CCPG1	ENSG00000256061 : ENSG00000261771	21493 : 43019			
7	170575 : 100527949	GIMAP1 : GIMAP1-GIMAP5	ENSG00000213203 : ENSG00000281887	23237 : 51257		Q8WWP7 : A0A087WTJ2	GIMA1 : A0A087WTJ2
19	170958 : 110116772	ZNF525 : ZNF765-ZNF761					
10	196792 : 100533195	FAM24B : FAM24B-CUZD1	ENSG00000213185 : ENSG00000286088				
17	201158 : 100533496	TVP23C : TVP23C-CDRT4	ENSG00000175106 : ENSG00000259024	30453 : 42961		<NA> : A0A0A6YYB9	<NA> : A0A0A6YYB9
11	219899 : 116804918	TBCEL : TBCEL-TECTA		28115 : 54857			
11	221092 : 100534595	HNRNPUL2 : HNRNPUL2-BSCL2	ENSG00000214753 : ENSG00000234857	25451 : 49189			
7	246721 : 123258400	POLR2J2 : POLR2J2-UPK3BL1					
17	254863 : 100529211	TMEM256 : TMEM256-PLSCR3		28618 : 49186			
16	255027 : 127898555						
3	255758 : 100534611	DYNLT2B : TM4SF19-DYNLT2B		28482 : 49190			
6	259215 : 110599563	LY6G6F : LY6G6F-LY6G6D	ENSG00000204424 : ENSG00000250641	13933 : 38821			
12	282809 : 100528030	POC1B : POC1B-GALNT4	ENSG00000139323 : ENSG00000259075	30836 : 42957		Q8TC44 : F8VUJ3	POC1B : F8VUJ3
17	284040 : 100533496	CDRT4 : TVP23C-CDRT4	ENSG00000239704 : ENSG00000259024	14383 : 42961		Q8N9R6 : A0A0A6YYB9	CDRT4 : A0A0A6YYB9
3	285349 : 110354863	ZNF660 : ZNF660-ZNF197					
11	285407 : 122319435	ALG1L9P : XNDC1N-ZNF705EP-ALG1L9P	ENSG00000248671 : ENSG00000289716	44378 : 55871			
3	286827 : 100174949	TRIM59 : TRIM59-IFT80	ENSG00000213186 : ENSG00000248710				
12	338821 : 115072896	SLCO1B7 : SLCO1B3-SLCO1B7	<NA> : ENSG00000257046	32934 : 54403			
16	339039 : 109951030	PKD1P3 : PKD1P3-NPIPA1					
3	339122 : 100534599	RAB43 : ISY1-RAB43	ENSG00000172780 : ENSG00000261796	19983 : 42969			
X	340591 : 114004397	CA5BP1 : CA5BP1-CA5B					
2	344454 : 107161151	AOX2P : AOX3P-AOX2P		18450 : 53766			
15	348110 : 100526783	ARPIN : ARPIN-AP3S2	ENSG00000242498 : ENSG00000250021	28782 : 38824		Q7Z6K5 : A0A0A6YYH1	ARPIN : A0A0A6YYH1
16	348156 : 110006322	PKD1P5 : PKD1P5-LOC105376752					
17	353149 : 119086082	TBC1D26 : ZNF286A-TBC1D26		28745 : 55384			
5	353376 : 100302736	TICAM2 : TMED7-TICAM2	ENSG00000243414 : ENSG00000251201	21354 : 33945		<NA> : A0A0A6YYA0	<NA> : A0A0A6YYA0
16	353511 : 105369154	PKD1P6 : PKD1P6-NPIPP1	ENSG00000250251 : ENSG00000270580				
16	353512 : 110006323	PKD1P4 : PKD1P4-NPIPA8					
1	374977 : 100527960	MROH7 : MROH7-TTC4	ENSG00000184313 : ENSG00000271723	24802 : 49180			
3	375346 : 100526772	STIMATE : STIMATE-MUSTN1	ENSG00000213533 : ENSG00000248592	30526 : 38834		Q86TL2 : A8MSY1	STIMA : A8MSY1
6	375513 : 106660613	GUSBP4 : LINC00680-GUSBP4	<NA> : ENSG00000283352				
1	378708 : 100526739	CENPS : CENPS-CORT	ENSG00000175279 : ENSG00000251503	23163 : 38843		<NA> : A0A087WT10	<NA> : A0A087WT10
6	387097 : 122539213	C6orf147 : LOC122539213					
6	387104 : 123956153	SOGA3 : SOGA3-KIAA0408					
20	387521 : 387522	PEDS1 : PEDS1-UBE2V1	ENSG00000240849 : ENSG00000124208	16735 : 33521			
19	388561 : 110116772	ZNF761 : ZNF765-ZNF761					
3	389125 : 100526772	MUSTN1 : STIMATE-MUSTN1	ENSG00000272573 : ENSG00000248592	22144 : 38834		Q8IVN3 : A8MSY1	MSTN1 : A8MSY1
7	389458 : 100533952	RBAKDN : RBAK-RBAKDN	ENSG00000273313 : ENSG00000272968	33770 : 42971		<NA> : A0A0A6YYG8	<NA> : A0A0A6YYG8
7	389537 : 389538	OR7E38P : CCZ1P-OR7E38P					
19	399669 : 100529240	ZNF321P : ZNF816-ZNF321P	ENSG00000213801 : ENSG00000221874	13827 : 38879		<NA> : Q8N8H1	<NA> : ZN321
15	400410 : 100528021	ST20 : ST20-MTHFS	ENSG00000180953 : ENSG00000259332	33520 : 44655		<NA> : A0A0A6YYL1	<NA> : A0A0A6YYL1
17	400609 : 653645	TBC1D3P1 : TBC1D3P1-DHX40P1	ENSG00000238283 : ENSG00000267104	27445 : 42362			
22	400927 : 102800317	TPTEP2 : TPTEP2-CSNK1E	<NA> : ENSG00000283900	53828 : 53829		<NA> : B3KRV2	<NA> : B3KRV2
6	401251 : 100532732	SAPCD1 : MSH5-SAPCD1	ENSG00000228727 : ENSG00000255152	13938 : 41994			
7	402573 : 122198330	SPACDR : TSC22D4-C7ORF61					
10	414149 : 108949267	ACBD7 : ACBD7-DCLRE1CP1					
10	414189 : 113218477	AGAP6 : TIMM23B-AGAP6	ENSG00000204149 : ENSG00000178440	23466 : 45009			
8	432355 : 111188157	SLURP2 : LYNX1-SLURP2	ENSG00000283992 : ENSG00000284505	25549 : 52291			
17	440400 : 100529209	RNASEK : RNASEK-C17orf49	ENSG00000219200 : ENSG00000161939	33911 : 44419			
17	440456 : 109286553	PLEKHM1P1 : ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000291117 : ENSG00000215769	35411 : 52873			
1	440574 : 100532736	MICOS10 : MICOS10-NBL1	ENSG00000173436 : ENSG00000158747	32068 : 48338			
2	440895 : 100271835	LOC440895 : LIMS3-LOC440895	ENSG00000290731 : ENSG00000284337				
16	445329 : 100526831	SULT1A4 : SLX1B-SULT1A4	ENSG00000213648 : ENSG00000260280	30004 : 48353			
2	493911 : 100526832	PHOSPHO2 : PHOSPHO2-KLHL23	ENSG00000144362 : ENSG00000213160				
18	497661 : 100526842	C18orf32 : RPL17-C18orf32	ENSG00000177576 : ENSG00000215472	31690 : 44661		Q8TCD1 : A0A0A6YYL6	CR032 : A0A0A6YYL6
14	503639 : 115801414	DUXAP10 : LINC01297-DUXAP10-NBEAP6					
16	548593 : 100526830	SLX1A : SLX1A-SULT1A3	ENSG00000132207 : ENSG00000213599	20922 : 44437			
7	548644 : 123258399	POLR2J3 : POLR2J3-UPK3BL2	ENSG00000285437 : ENSG00000168255				
9	548645 : 552891	DNAJC25 : DNAJC25-GNG10	ENSG00000059769 : ENSG00000244115	34187 : 37501		<NA> : A0A024R161	<NA> : A0A024R161
16	552900 : 107282092	BOLA2 : BOLA2-SMG1P6		29488 : 53563		<NA> : B4DHK7	<NA> : B4DHK7
15	554224 : 110006325	PPIP5K1P1 : PPIP5K1P1-CATSPER2					
10	642517 : 113939912	AGAP9 : BMS1P2-AGAP9					
10	642826 : 113939912	BMS1P2 : BMS1P2-AGAP9					
3	654502 : 100505385	IQCJ : IQCJ-SCHIP1	ENSG00000214216 : ENSG00000283154	32406 : 38842		Q1A5X6 : B3KU38	IQCJ : IQIP1
10	728407 : 114004351	PARGP1 : PARGP1-AGAP4					
13	728591 : 100526761	CCDC169 : CCDC169-SOHLH2	ENSG00000242715 : ENSG00000250709	34361 : 38866			
9	728747 : 110006327	ANKRD20A4P : ANKRD20A4-ANKRD20A20P					
9	728788 : 110006327	ANKRD20A20P : ANKRD20A4-ANKRD20A20P					
10	729092 : 113939925	AGAP5 : BMS1P4-AGAP5	ENSG00000172650 : ENSG00000242288	23467 : 55636			
10	729096 : 113939925	BMS1P4 : BMS1P4-AGAP5	ENSG00000271816 : ENSG00000242288	23652 : 55636			
19	729991 : 4207	BORCS8 : BORCS8-MEF2B	ENSG00000254901 : ENSG00000213999	37247 : 39979		Q96FH0 : A0A024R7N0	BORC8 : A0A024R7N0
1	730102 : 111240474	CRYZL2P : CRYZL2P-SEC16B		52164 : 53757			
6	100129128 : 122539213	KHDC1L : LOC122539213					
4	100129583 : 100631383	FAM47E : FAM47E-STBD1	ENSG00000189157 : ENSG00000272414	34343 : 44667			
6	100130357 : 107080638	LOC100130357 : TBC1D7-LOC100130357	ENSG00000215022 : ENSG00000145979				
5	100130733 : 101180901	LRRC70 : IPO11-LRRC70	ENSG00000186105 : ENSG00000086200				
11	100131539 : 122319435	ZNF705EP : XNDC1N-ZNF705EP-ALG1L9P	<NA> : ENSG00000289716	33203 : 55871			
7	100132832 : 441263	PMS2P9 : DTX2P1-UPK3BP1-PMS2P11	<NA> : ENSG00000265479	9135 : 42360			
11	100133315 : 122319435	XNDC1N : XNDC1N-ZNF705EP-ALG1L9P	ENSG00000254469 : ENSG00000289716	54661 : 55871			
17	100134934 : 100529145	TEN1 : TEN1-CDK3	ENSG00000257949 : ENSG00000261408	37242 : 44420			
7	100134938 : 123258400	UPK3BL1 : POLR2J2-UPK3BL1					
15	100137047 : 8681	JMJD7 : JMJD7-PLA2G4B	ENSG00000243789 : ENSG00000168970	34397 : 34449			
15	100137049 : 8681	PLA2G4B : JMJD7-PLA2G4B	ENSG00000243708 : ENSG00000168970	9036 : 34449			
19	100271849 : 4207	MEF2B : BORCS8-MEF2B	ENSG00000213999 : ENSG00000213999	6995 : 39979		A0A024R7K5 : A0A024R7N0	A0A024R7K5 : A0A024R7N0
X	100287765 : 100528062	LINC00630 : ARMCX5-GPRASP2	<NA> : ENSG00000286237	44263 : 42000			
7	100289561 : 100630923	LOC100289561 : LOC100630923					
14	100418904 : 115801414	NBEAP6 : LINC01297-DUXAP10-NBEAP6					
16	100422558 : 107282092	SMG1P6 : BOLA2-SMG1P6		49863 : 53563		<NA> : B4DHK7	<NA> : B4DHK7
9	100499483 : 57653	CCDC180 : SUGT1P4-STRA6LP-CCDC180	ENSG00000197816 : ENSG00000255036	29303 : 53835			
9	100499484 : 57653	SUGT1P4-STRA6LP : SUGT1P4-STRA6LP-CCDC180	ENSG00000254876 : ENSG00000255036	53834 : 53835			
10	100507331 : 127814294	ZSWIM8-AS1 : NDST2-ZSWIM8-AS1					
10	100652748 : 113218477	TIMM23B : TIMM23B-AGAP6	ENSG00000204152 : ENSG00000178440	23581 : 45009			
15	100820829 : 145781	MYZAP : GCOM1	ENSG00000263155 : ENSG00000137878	43444 : 26424		A0A024R5W4 : H8Y6P7	A0A024R5W4 : H8Y6P7
16	100874381 : 105369154	NPIPP1 : PKD1P6-NPIPP1	ENSG00000188599 : ENSG00000270580				
17	100885848 : 100885850	PTGES3L : PTGES3L-AARSD1	ENSG00000267060 : ENSG00000108825	43943 : 43946			
16	101059953 : 110006323	NPIPA8 : PKD1P4-NPIPA8					
20	101410538 : 111089941	MMP24OS : MMP24-AS1-EDEM2					
7	101735302 : 101752399	STAG3L5P : STAG3L5P-PVRIG2P-PILRB	ENSG00000290682 : ENSG00000272752	48896 : 48898			
7	101752334 : 101752399	PVRIG2P : STAG3L5P-PVRIG2P-PILRB	<NA> : ENSG00000272752	48897 : 48898			
19	105372481 : 108903150	ERVK3-1 : ZNF8-ERVK3-1	ENSG00000142396 : ENSG00000267216				
10	105376432 : 108949267	DCLRE1CP1 : ACBD7-DCLRE1CP1					
16	105376752 : 110006322	NPIPA9 : PKD1P5-LOC105376752					
4	105377488 : 127898557						
6	106660612 : 106660613	LINC00680 : LINC00680-GUSBP4	ENSG00000290555 : ENSG00000283352				
7	107080637 : 441263	UPK3BP1 : DTX2P1-UPK3BP1-PMS2P11	ENSG00000242435 : ENSG00000265479	42353 : 42360			
22	107080639 : 23783	ANKRD62P1 : ANKRD62P1-PARP4P3		42363 : 42393			
2	107126360 : 107161151	AOX3P : AOX3P-AOX2P		19049 : 53766			
9	107133486 : 442421	CDK2AP2P2 : PTGER4P2-CDK2AP2P2		38493 : 44749			
17	107133516 : 107133515	SMURF2P1 : SMURF2P1-LRRC37BP1					
17	107133522 : 653645	DHX40P1 : TBC1D3P1-DHX40P1	ENSG00000266992 : ENSG00000267104	20687 : 42362			
22	107133524 : 23783	PARP4P3 : ANKRD62P1-PARP4P3		274 : 42393			
7	107161144 : 441263	DTX2P1 : DTX2P1-UPK3BP1-PMS2P11	<NA> : ENSG00000265479	42352 : 42360			
7	107161145 : 441263	PMS2P11 : DTX2P1-UPK3BP1-PMS2P11	<NA> : ENSG00000265479	9125 : 42360			
7	107983993 : 123258399	UPK3BL2 : POLR2J3-UPK3BL2	ENSG00000284981 : ENSG00000168255				
17	109286551 : 109286553	BPTFP1 : ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000263647 : ENSG00000215769	52869 : 52873			
17	109286552 : 109286553	KPNA2P3 : ARHGAP27P1-BPTFP1-KPNA2P3	<NA> : ENSG00000215769	52870 : 52873			
16	109729168 : 283970	NPIPB14P : PDXDC2P-NPIPB14P	ENSG00000226232 : ENSG00000196696				
16	109731405 : 283970	PDXDC2P : PDXDC2P-NPIPB14P	ENSG00000255185 : ENSG00000196696				
1	110117498 : 110117499	P3R3URF : P3R3URF-PIK3R3	ENSG00000250719 : ENSG00000278139	53451 : 54999		A0A087WWA1 : F6TDL0	P3URF : F6TDL0
7	110440226 : 107986827	CCZ1P1 : CZ1P-ASNS					
7	110440226 : 389538	CCZ1P1 : CCZ1P-OR7E38P					
3	110599564 : 110599583	EEF1AKMT4 : EEF1AKMT4-ECE2	ENSG00000284753 : ENSG00000284917	53611 : 53615			
7	114483833 : 114483834	H2BK1 : ABCF2-H2BK1	ENSG00000285480 : ENSG00000285292	53833 : 54751		<NA> : A0A090N7Y2	<NA> : A0A090N7Y2
6	114841037 : 118142757	GUCA1ANB : LOC118142757	ENSG00000287363 : ENSG00000290147				
14	115694671 : 115801414	LINC01297 : LINC01297-DUXAP10-NBEAP6					
	127898556 : 127898557						
