chr#	GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID
2	5194 : 84542	PEX13 : SANBR	ENSG00000162928 : ENSG00000162929	8855 : 29387		Q92968 : Q6NSI8	PEX13 : SANBR
7	5218 : 102723899	CDK14 : PTTG1IP2	ENSG00000058091 : ENSG00000251154	8883 : 55318			
7	5218 : 85865	CDK14 : GTPBP10	ENSG00000058091 : ENSG00000105793	8883 : 25106	610679 : 610920	O94921 : A4D1E9	CDK14 : GTPBA
7	5218 : 9069	CDK14 : CLDN12	ENSG00000058091 : ENSG00000157224	8883 : 2034	610679 : 611232	O94921 : P56749	CDK14 : CLD12
1	5226 : 23095	PGD : KIF1B	ENSG00000142657 : ENSG00000054523	8891 : 16636	172200 : 605995	P52209 : O60333	6PGD : KIF1B
16	5261 : 100862671	PHKG2 : TMEM265	ENSG00000156873 : ENSG00000281991	8931 : 51241		P15735 : A0A087WTH1	PHKG2 : TM265
14	5267 : 5104	SERPINA4 : SERPINA5	ENSG00000100665 : ENSG00000188488	8948 : 8723	147935 : 601841	P29622 : P05154	KAIN : IPSP
3	5276 : 151790	SERPINI2 : WDR49	ENSG00000114204 : ENSG00000174776	8945 : 26587			
19	5296 : 10437	PIK3R2 : IFI30	ENSG00000105647 : ENSG00000216490	8980 : 5398	603157 : 604664	O00459 : P13284	P85B : GILT
2	5342 : 112597	PLGLB2 : CYTOR	ENSG00000125551 : ENSG00000222041	9073 : 28717			
2	5342 : 730268	PLGLB2 : ANAPC1P4	ENSG00000125551 : ENSG00000234231	9073 : 54710			
X	5365 : 26576	PLXNB3 : SRPK3	ENSG00000198753 : ENSG00000184343	9105 : 11402	300214 : 301002	Q9ULL4 : Q9UPE1	PLXB3 : SRPK3
7	5444 : 5446	PON1 : PON3	ENSG00000005421 : ENSG00000105852	9204 : 9206	<NA> : 602720	P27169 : Q15166	PON1 : PON3
7	5446 : 5444	PON3 : PON1	ENSG00000105852 : ENSG00000005421	9206 : 9204		Q15166 : P27169	PON3 : PON1
6	5460 : 100130889	POU5F1 : PSORS1C3		9221 : 17203	164177 : 618690		
2	5500 : 245711	PPP1CB : SPDYA	ENSG00000213639 : ENSG00000163806	9282 : 30613	600590 : 614029	P62140 : Q5MJ70	PP1B : SPDYA
5	5515 : 6500	PPP2CA : SKP1	ENSG00000113575 : ENSG00000113558	9299 : 10899	176915 : 601434	P67775 : P63208	PP2AA : SKP1
2	5534 : 116143	PPP3R1 : DNAAF10	ENSG00000221823 : ENSG00000243667	9317 : 25176	601302 : 610729	P63098 : Q96MX6	CANB1 : DAA10
11	5553 : 29015	PRG2 : SLC43A3	ENSG00000186652 : ENSG00000134802	9362 : 17466	605601 : 618034	P13727 : Q8NBI5	PRG2 : S43A3
12	5557 : 4666	PRIM1 : NACA	ENSG00000198056 : ENSG00000196531	9369 : 7629	176635 : 601234	P49642 : Q13765	PRI1 : NACA
19	5670 : 5675	PSG2 : PSG6	ENSG00000242221 : ENSG00000170848	9519 : 9523	176391 : 176395	P11465 : Q00889	PSG2 : PSG6
19	5675 : 5670	PSG6 : PSG2	ENSG00000170848 : ENSG00000242221	9523 : 9519	176395 : 176391	Q00889 : P11465	PSG6 : PSG2
19	5675 : 5680	PSG6 : PSG11	ENSG00000170848 : ENSG00000243130	9523 : 9516	176395 : 176401	Q00889 : Q9UQ72	PSG6 : PSG11
19	5680 : 5675	PSG11 : PSG6	ENSG00000243130 : ENSG00000170848	9516 : 9523	176401 : 176395	Q9UQ72 : Q00889	PSG11 : PSG6
11	5682 : 1315	PSMA1 : COPB1	ENSG00000129084 : ENSG00000129083	9530 : 2231	602854 : 600959	P25786 : P53618	PSA1 : COPB
15	5685 : 1138	PSMA4 : CHRNA5	ENSG00000041357 : ENSG00000169684	9533 : 1959	176846 : 118505	P25789 : P30532	PSA4 : ACHA5
15	5685 : 123688	PSMA4 : HYKK	ENSG00000041357 : ENSG00000188266	9533 : 34403	176846 : 614681	P25789 : A2RU49	PSA4 : HYKK
16	5699 : 1506	PSMB10 : CTRL	ENSG00000205220 : ENSG00000141086	9538 : 2524	176847 : 118888	P40306 : P40313	PSB10 : CTRL
12	5715 : 144406	PSMD9 : CFAP251	ENSG00000110801 : ENSG00000158023	9567 : 28506	603146 : 618146	O00233 : Q8TBY9	PSMD9 : CF251
1	5724 : 22826	PTAFR : DNAJC8	ENSG00000169403 : ENSG00000126698	9582 : 15470		P25105 : O75937	PTAFR : DNJC8
9	5730 : 401562	PTGDS : LCNL1	ENSG00000107317 : ENSG00000214402	9592 : 34436		P41222 : Q6ZST4	PTGDS : LCNL1
2	5746 : 101927960	PTH2R : LOC101927960					
15	5780 : 10073	PTPN9 : SNUPN	ENSG00000169410 : ENSG00000169371	9661 : 14245	600768 : 607902	P43378 : O95149	PTN9 : SPN1
1	5824 : 50717	PEX19 : DCAF8	ENSG00000162735 : ENSG00000132716	9713 : 24891	600279 : 615820	P40855 : Q5TAQ9	PEX19 : DCAF8
12	5827 : 192111	PXMP2 : PGAM5	ENSG00000176894 : ENSG00000247077	9716 : 28763	617399 : 614939	Q9NR77 : Q96HS1	PXMP2 : PGAM5
1	5876 : 34	RABGGTB : ACADM	ENSG00000137955 : ENSG00000117054	9796 : 89	179080 : 607008	P53611 : P11310	PGTB2 : ACADM
9	5900 : 26301	RALGDS : GBGT1	ENSG00000160271 : ENSG00000148288	9842 : 20460	601619 : 606074	Q12967 : Q8N5D6	GNDS : GBGT1
11	5954 : 440034	RCN1 : PAX6-AS1	ENSG00000049449 : ENSG00000281880	9934 : 53448			
1	6135 : 6924	RPL11 : ELOA	ENSG00000142676 : ENSG00000011007	10301 : 11620	604175 : 600786	P62913 : Q14241	RL11 : ELOA1
1	6146 : 26038	RPL22 : CHD5	ENSG00000116251 : ENSG00000116254	10315 : 16816	180474 : 610771	P35268 : Q8TDI0	RL22 : CHD5
12	6175 : 10985	RPLP0 : GCN1	ENSG00000089157 : ENSG00000089154	10371 : 4199	180510 : 605614	P05388 : Q92616	RLA0 : GCN1
15	6218 : 64506	RPS17 : CPEB1	ENSG00000182774 : ENSG00000214575	10397 : 21744	180472 : 607342	P08708 : Q9BZB8	RS17 : CPEB1
1	6274 : 6275	S100A3 : S100A4	ENSG00000188015 : ENSG00000196154	10493 : 10494	176992 : 114210	P33764 : P26447	S10A3 : S10A4
1	6275 : 6274	S100A4 : S100A3	ENSG00000196154 : ENSG00000188015	10494 : 10493	114210 : 176992	P26447 : P33764	S10A4 : S10A3
22	6300 : 83933	MAPK12 : HDAC10	ENSG00000188130 : ENSG00000100429	6874 : 18128	602399 : 608544	P53778 : Q969S8	MK12 : HDA10
12	6337 : 7132	SCNN1A : TNFRSF1A	ENSG00000111319 : ENSG00000067182	10599 : 11916	600228 : 191190	P37088 : P19438	SCNNA : TNR1A
11	6392 : 56158	SDHD : TEX12	ENSG00000204370 : ENSG00000150783	10683 : 11734	602690 : 605791	O14521 : Q9BXU0	DHSD : TEX12
11	6392 : 83875	SDHD : BCO2	ENSG00000204370 : ENSG00000197580	10683 : 18503	602690 : 611740	O14521 : Q9BYV7	DHSD : BCDO2
20	6406 : 6407	SEMG1 : SEMG2	ENSG00000124233 : ENSG00000124157	10742 : 10743	182140 : 182141	P04279 : Q02383	SEMG1 : SEMG2
20	6407 : 6406	SEMG2 : SEMG1	ENSG00000124157 : ENSG00000124233	10743 : 10742	182141 : 182140	Q02383 : P04279	SEMG2 : SEMG1
9	6461 : 401505	SHB : TOMM5	ENSG00000107338 : ENSG00000175768	10838 : 31369	600314 : 616169	Q15464 : Q8N4H5	SHB : TOM5
9	6461 : 51010	SHB : EXOSC3	ENSG00000107338 : ENSG00000107371	10838 : 17944	600314 : 606489	Q15464 : Q9NQT5	SHB : EXOS3
9	6461 : 92014	SHB : SLC25A51	ENSG00000107338 : ENSG00000122696	10838 : 23323	600314 : 619153	Q15464 : Q9H1U9	SHB : S2551
5	6500 : 5515	SKP1 : PPP2CA	ENSG00000113558 : ENSG00000113575	10899 : 9299	601434 : 176915	P63208 : P67775	SKP1 : PP2AA
17	6605 : 125113	SMARCE1 : KRT222	ENSG00000073584 : ENSG00000213424	11109 : 28695		Q969G3 : Q8N1A0	SMCE1 : KT222
14	6617 : 3091	SNAPC1 : HIF1A	ENSG00000023608 : ENSG00000100644	11134 : 4910	600591 : 603348	Q16533 : Q16665	SNPC1 : HIF1A
22	6634 : 2678	SNRPD3 : GGT1	ENSG00000100028 : ENSG00000100031	11160 : 4250	601062 : 612346	P62318 : P19440	SMD3 : GGT1
15	6638 : 791114	SNRPN : PWRN1	ENSG00000128739 : ENSG00000259905	11164 : 33235	182279 : 611215		
7	6677 : 105375483	SPAM1 : LOC105375483	ENSG00000106304 : ENSG00000241345				
1	6726 : 2052	SRP9 : EPHX1	ENSG00000143742 : ENSG00000143819	11304 : 3401	600707 : 132810	P49458 : P07099	SRP09 : HYEP
5	6728 : 324	SRP19 : APC	ENSG00000153037 : ENSG00000134982	11300 : 583	182175 : 611731	P09132 : P25054	SRP19 : APC
6	6745 : 285782	SSR1 : CAGE1	ENSG00000124783 : ENSG00000164304	11323 : 21622	600868 : 608304	P43307 : Q8TC20	SSRA : CAGE1
17	6752 : 9382	SSTR2 : COG1	ENSG00000180616 : ENSG00000166685	11331 : 6545	182452 : 606973	P30874 : Q8WTW3	SSR2 : COG1
11	6768 : 334	ST14 : APLP2	ENSG00000149418 : ENSG00000084234	11344 : 598	606797 : 104776	Q9Y5Y6 : Q06481	ST14 : APLP2
4	6779 : 3347	STATH : HTN3	ENSG00000126549 : ENSG00000205649	11369 : 5284	184470 : 142702	P02808 : P15516	STAT : HIS3
9	6835 : 169436	SURF2 : STKLD1	ENSG00000148291 : ENSG00000198870	11475 : 28669	185630 : 618530	Q15527 : Q8NE28	SURF2 : STKL1
9	6837 : 6838	MED22 : SURF6	ENSG00000148297 : ENSG00000148296	11477 : 11478	185641 : 185642	Q15528 : O75683	MED22 : SURF6
9	6838 : 6837	SURF6 : MED22	ENSG00000148296 : ENSG00000148297	11478 : 11477	185642 : 185641	O75683 : Q15528	SURF6 : MED22
11	6876 : 51092	TAGLN : SIDT2	ENSG00000149591 : ENSG00000149577	11553 : 24272	600818 : 617551	Q01995 : Q8NBJ9	TAGL : SIDT2
6	6891 : 3112	TAP2 : HLA-DOB	ENSG00000204267 : ENSG00000241106	44 : 4937	170261 : 600629	Q03519 : P13765	TAP2 : DOB
1	6905 : 9453	TBCE : GGPS1	ENSG00000284770 : ENSG00000152904	11582 : 4249	604934 : 606982	Q15813 : O95749	TBCE : GGPPS
1	6924 : 6135	ELOA : RPL11	ENSG00000011007 : ENSG00000142676	11620 : 10301	600786 : 604175	Q14241 : P62913	ELOA1 : RL11
10	6934 : 143187	TCF7L2 : VTI1A	ENSG00000148737 : ENSG00000151532	11641 : 17792	602228 : 614316	Q9NQB0 : Q96AJ9	TF7L2 : VTI1A
12	7024 : 57228	TFCP2 : SMAGP	ENSG00000135457 : ENSG00000170545	11748 : 26918		Q12800 : Q0VAQ4	TFCP2 : SMAGP
21	7031 : 64699	TFF1 : TMPRSS3	ENSG00000160182 : ENSG00000160183	11755 : 11877	113710 : 605511	P04155 : P57727	TFF1 : TMPS3
16	7084 : 101927726	TK2 : BEAN1-AS1	ENSG00000166548 : ENSG00000261656	11831 : 51114			
12	7132 : 6337	TNFRSF1A : SCNN1A	ENSG00000067182 : ENSG00000111319	11916 : 10599	191190 : 600228	P19438 : P37088	TNR1A : SCNNA
19	7137 : 352909	TNNI3 : DNAAF3	ENSG00000129991 : ENSG00000167646	11947 : 30492	191044 : 614566	P19429 : Q8N9W5	TNNI3 : DAAF3
6	7148 : 1388	TNXB : ATF6B	ENSG00000168477 : ENSG00000213676	11976 : 2349	600985 : 600984	P22105 : Q99941	TENX : ATF6B
11	7166 : 26297	TPH1 : SERGEF	ENSG00000129167 : ENSG00000129158	12008 : 17499	191060 : 606051	P17752 : Q9UGK8	TPH1 : SRGEF
21	7179 : 85319	TPTE : BAGE2		12023 : 15723	604336 : 617776		
12	7289 : 83695	TULP3 : RHNO1	ENSG00000078246 : ENSG00000171792	12425 : 28206	604730 : 614085	O75386 : Q9BSD3	TULP3 : RHNO1
12	7316 : 949	UBC : SCARB1	ENSG00000150991 : ENSG00000073060	12468 : 1664	191340 : 601040	P0CG48 : Q8WTV0	UBC : SCRB1
3	7348 : 152405	UPK1B : TEX55	ENSG00000114638 : ENSG00000163424	12578 : 26553		O75841 : Q96M34	UPK1B : TEX55
3	7401 : 646951	CLRN1 : MINDY4B	ENSG00000163646 : ENSG00000214237	12605 : 35475			
9	7415 : 2189	VCP : FANCG	ENSG00000165280 : ENSG00000221829	12666 : 3588	601023 : 602956	P55072 : O15287	TERA : FANCG
17	7448 : 645832	VTN : SEBOX	ENSG00000109072 : ENSG00000274529	12724 : 32942	193190 : 610975	P04004 : Q9HB31	VTNC : SEBOX
19	7554 : 105372481	ZNF8 : ERVK3-1	ENSG00000278129 : ENSG00000142396	13154 : 30466			
12	7556 : 10795	ZNF10 : ZNF268	ENSG00000256223 : ENSG00000090612	12879 : 13061	194538 : 604753	P21506 : Q14587	ZNF10 : ZN268
16	7567 : 7571	ZNF19 : ZNF23	ENSG00000157429 : ENSG00000167377	12981 : 13023	194525 : 194527	P17023 : P17027	ZNF19 : ZNF23
X	7569 : 57232	ZNF182 : ZNF630	ENSG00000147118 : ENSG00000221994	13001 : 28855	314993 : 300819	P17025 : Q2M218	ZN182 : ZN630
16	7571 : 7567	ZNF23 : ZNF19	ENSG00000167377 : ENSG00000157429	13023 : 12981	194527 : 194525	P17027 : P17023	ZNF23 : ZNF19
19	7608 : 56242	ZNF56P : ZNF253	ENSG00000291177 : ENSG00000256771	13124 : 13497	<NA> : 606954	<NA> : O75346	<NA> : ZN253
5	7690 : 167359	ZNF131 : NIM1K	ENSG00000172262 : ENSG00000177453	12915 : 28646		P52739 : Q8IY84	ZN131 : NIM1
3	7707 : 84561	ZNF148 : SLC12A8	ENSG00000163848 : ENSG00000221955	12933 : 15595	601897 : 611316	Q9UQR1 : A0AV02	ZN148 : S12A8
16	7727 : 79903	ZNF174 : NAA60	ENSG00000103343 : ENSG00000122390	12963 : 25875	603900 : 614246	Q15697 : Q9H7X0	ZN174 : NAA60
19	7771 : 26974	ZNF112 : ZNF285	ENSG00000062370 : ENSG00000267508	12892 : 13079		Q9UJU3 : Q96NJ3	ZN112 : ZN285
1	7812 : 80143	CSDE1 : SIKE1	ENSG00000009307 : ENSG00000052723	29905 : 26119	191510 : 611656	O75534 : Q9BRV8	CSDE1 : SIKE1
6	7920 : 79136	ABHD16A : LY6G6E		13921 : 13934	142620 : 610437		
10	8031 : 4477	NCOA4 : MSMB	ENSG00000266412 : ENSG00000263639	7671 : 7372	601984 : 157145	Q13772 : P08118	NCOA4 : MSMB
22	8216 : 150209	LZTR1 : AIFM3	ENSG00000099949 : ENSG00000183773	6742 : 26398	600574 : 617298	Q8N653 : Q96NN9	LZTR1 : AIFM3
X	8260 : 393	NAA10 : ARHGAP4	ENSG00000102030 : ENSG00000089820	18704 : 674	300013 : 300023	P41227 : P98171	NAA10 : RHG04
3	8292 : 26061	COLQ : HACL1	ENSG00000206561 : ENSG00000131373	2226 : 17856	603033 : 604300	Q9Y215 : Q9UJ83	COLQ : HACL1
6	8351 : 3013	H3C4 : H2AC7	ENSG00000197409 : ENSG00000196866	4767 : 4729	602811 : 602792	<NA> : P20671	<NA> : H2A1D
1	8407 : 25790	TAGLN2 : CFAP45	ENSG00000158710 : ENSG00000213085	11554 : 17229	604634 : 605152	P37802 : Q9UL16	TAGL2 : CFA45
2	8446 : 51002	DUSP11 : TPRKB	ENSG00000144048 : ENSG00000144034	3066 : 24259	603092 : 608680	O75319 : Q9Y3C4	DUS11 : TPRKB
1	8490 : 127814295	RGS5 : LOC127814295	ENSG00000143248 : ENSG00000232995				
6	8528 : 728464	DDO : METTL24	ENSG00000203797 : ENSG00000053328	2727 : 21566		Q99489 : Q5JXM2	OXDD : MET24
6	8528 : 8936	DDO : WASF1	ENSG00000203797 : ENSG00000112290	2727 : 12732	124450 : 605035	Q99489 : Q92558	OXDD : WASF1
4	8532 : 27201	CPZ : GPR78	ENSG00000109625 : ENSG00000155269	2333 : 4528	603105 : 606921	Q66K79 : Q96P69	CBPZ : GPR78
12	8608 : 9880	RDH16 : ZBTB39	ENSG00000139547 : ENSG00000166860	29674 : 29014	620043 : 619384	O75452 : O15060	RDH16 : ZBT39
14	8650 : 101928143	NUMB : LOC101928143	ENSG00000133961 : ENSG00000284930				
1	8751 : 149095	ADAM15 : DCST1	ENSG00000143537 : ENSG00000163357	193 : 26539	605548 : 619860	Q13444 : Q5T197	ADA15 : DCST1
12	8798 : 4704	DYRK4 : NDUFA9	ENSG00000010219 : ENSG00000139180	3095 : 7693	609181 : 603834	Q9NR20 : Q16795	DYRK4 : NDUA9
1	8799 : 9939	PEX11B : RBM8A	ENSG00000131779 : ENSG00000265241	8853 : 9905	603867 : 605313	O96011 : Q9Y5S9	PX11B : RBM8A
13	8803 : 107984570	SUCLA2 : LINC00444					
17	8834 : 256302	TMEM11 : NATD1	ENSG00000178307 : ENSG00000274180	16823 : 30770		P17152 : Q8N6N6	TMM11 : NATD1
15	8854 : 101928694	ALDH1A2 : LIPC-AS1	ENSG00000128918 : ENSG00000259293	15472 : 52294			
20	8904 : 9054	CPNE1 : NFS1	ENSG00000214078 : ENSG00000244005	2314 : 15910	604205 : 603485	Q99829 : Q9Y697	CPNE1 : NFS1
4	8916 : 101929134	HERC3 : PIGY-DT	ENSG00000138641 : ENSG00000285122	4876 : 54080			
6	8936 : 728464	WASF1 : METTL24	ENSG00000112290 : ENSG00000053328	12732 : 21566		Q92558 : Q5JXM2	WASF1 : MET24
6	8936 : 8528	WASF1 : DDO	ENSG00000112290 : ENSG00000203797	12732 : 2727	605035 : 124450	Q92558 : Q99489	WASF1 : OXDD
20	9054 : 8904	NFS1 : CPNE1	ENSG00000244005 : ENSG00000214078	15910 : 2314	603485 : 604205	Q9Y697 : Q99829	NFS1 : CPNE1
7	9069 : 102723899	CLDN12 : PTTG1IP2	ENSG00000157224 : ENSG00000251154	2034 : 55318			
7	9069 : 5218	CLDN12 : CDK14	ENSG00000157224 : ENSG00000058091	2034 : 8883	611232 : 610679	P56749 : O94921	CLD12 : CDK14
7	9069 : 85865	CLDN12 : GTPBP10	ENSG00000157224 : ENSG00000105793	2034 : 25106	611232 : 610920	P56749 : A4D1E9	CLD12 : GTPBA
16	9091 : 283948	PIGQ : NHLRC4	ENSG00000007541 : ENSG00000257108	14135 : 26700		Q9BRB3 : P0CG21	PIGQ : NHLC4
1	9095 : 375035	TBX19 : SFT2D2	ENSG00000143178 : ENSG00000213064	11596 : 25140		O60806 : O95562	TBX19 : SFT2B
22	9145 : 10454	SYNGR1 : TAB1	ENSG00000100321 : ENSG00000100324	11498 : 18157	603925 : 602615	O43759 : Q15750	SNG1 : TAB1
1	9204 : 100506144	ZMYM6 : TMEM35B	ENSG00000163867 : ENSG00000243749	13050 : 40021		O95789 : Q8NCS4	ZMYM6 : TM35B
1	9213 : 57710	XPR1 : KIAA1614	ENSG00000143324 : ENSG00000135835	12827 : 29327		Q9UBH6 : Q5VZ46	XPR1 : K1614
3	9223 : 151877	MAGI1 : MAGI1-IT1	ENSG00000151276 : ENSG00000272610	946 : 42436			
7	9265 : 84792	CYTH3 : FAM220A	ENSG00000008256 : ENSG00000178397	9504 : 22422	605081 : 616628	O43739 : Q7Z4H9	CYH3 : F220A
19	9294 : 1786	S1PR2 : DNMT1	ENSG00000267534 : ENSG00000130816	3169 : 2976	605111 : 126375	O95136 : P26358	S1PR2 : DNMT1
7	9311 : 11194	ASIC3 : ABCB8	ENSG00000213199 : ENSG00000197150	101 : 49	611741 : 605464	Q9UHC3 : Q9NUT2	ASIC3 : MITOS
X	9338 : 85012	TCEAL1 : TCEAL3	ENSG00000172465 : ENSG00000196507	11616 : 28247		Q15170 : Q969E4	TCAL1 : TCAL3
11	9354 : 10632	UBE4A : ATP5MG	ENSG00000110344 : ENSG00000167283	12499 : 14247	603753 : 617473	Q14139 : O75964	UBE4A : ATP5L
17	9382 : 6752	COG1 : SSTR2	ENSG00000166685 : ENSG00000180616	6545 : 11331	606973 : 182452	Q8WTW3 : P30874	COG1 : SSR2
19	9441 : 10523	MED26 : CHERP	ENSG00000105085 : ENSG00000085872	2376 : 16930	605043 : 618539	O95402 : Q8IWX8	MED26 : CHERP
19	9441 : 125972	MED26 : CALR3	ENSG00000105085 : ENSG00000269058	2376 : 20407	605043 : 611414	O95402 : Q96L12	MED26 : CALR3
19	9441 : 79939	MED26 : SLC35E1	ENSG00000105085 : ENSG00000127526	2376 : 20803		O95402 : Q96K37	MED26 : S35E1
5	9443 : 84868	MED7 : HAVCR2	ENSG00000155868 : ENSG00000135077	2378 : 18437	605045 : 606652	O43513 : Q8TDQ0	MED7 : HAVR2
1	9453 : 6905	GGPS1 : TBCE	ENSG00000152904 : ENSG00000284770	4249 : 11582	606982 : 604934	O95749 : Q15813	GGPPS : TBCE
2	9470 : 80303	EIF4E2 : EFHD1	ENSG00000135930 : ENSG00000115468	3293 : 29556	605895 : 611617	O60573 : Q9BUP0	IF4E2 : EFHD1
6	9477 : 25862	MED20 : USP49	ENSG00000124641 : ENSG00000164663	16840 : 20078		Q9H944 : Q70CQ1	MED20 : UBP49
2	9553 : 105374378	MRPL33 : LOC105374378					
2	9553 : 9577	MRPL33 : BABAM2	ENSG00000243147 : ENSG00000158019	14487 : 1106	610059 : 610497	O75394 : Q9NXR7	RM33 : BABA2
2	9577 : 9553	BABAM2 : MRPL33	ENSG00000158019 : ENSG00000243147	1106 : 14487	610497 : 610059	Q9NXR7 : O75394	BABA2 : RM33
8	9583 : 4017	ENTPD4 : LOXL2	ENSG00000197217 : ENSG00000134013	14573 : 6666	607577 : 606663	Q9Y227 : Q9Y4K0	ENTP4 : LOXL2
14	9623 : 27004	TCL1B : TCL6		11649 : 13463	603769 : 604412		
1	9653 : 339524	HS2ST1 : LINC01140	ENSG00000153936 : ENSG00000267272	5193 : 27922			
10	9679 : 399818	FAM53B : EEF1AKMT2	ENSG00000189319 : ENSG00000203791	28968 : 33787	617289 : 617794	Q14153 : Q5JPI9	FA53B : EFMT2
1	9722 : 400793	NOS1AP : C1orf226	ENSG00000198929 : ENSG00000239887	16859 : 34351		O75052 : A1L170	CAPON : CA226
6	9749 : 84946	PHACTR2 : LTV1	ENSG00000112419 : ENSG00000135521	20956 : 21173	608724 : 620074	O75167 : Q96GA3	PHAR2 : LTV1
15	9768 : 53944	PCLAF : CSNK1G1	ENSG00000166803 : ENSG00000169118	28961 : 2454	610696 : 606274	Q15004 : Q9HCP0	PAF15 : KC1G1
3	9797 : 100126793	TATDN2 : GHRLOS	ENSG00000157014 : ENSG00000240288	28988 : 33885	619330 : 618445		
16	9798 : 342371	IST1 : ATXN1L	ENSG00000182149 : ENSG00000224470	28977 : 33279	616434 : 614301	P53990 : P0C7T5	IST1 : ATX1L
1	9813 : 64756	EFCAB14 : ATPAF1	ENSG00000159658 : ENSG00000123472	29051 : 18803	619559 : 608917	O75071 : Q5TC12	EFC14 : ATPF1
12	9880 : 8608	ZBTB39 : RDH16	ENSG00000166860 : ENSG00000139547	29014 : 29674	619384 : 620043	O15060 : O75452	ZBT39 : RDH16
20	9885 : 105369209	OSBPL2 : LOC105369209	ENSG00000130703 : ENSG00000130703				
1	9906 : 728642	SLC35E2A : CDK11A	<NA> : ENSG00000008128	20863 : 1730	<NA> : 116951	P0CK97 : Q9UQ88	S35E2 : CD11A
1	9939 : 8799	RBM8A : PEX11B	ENSG00000265241 : ENSG00000131779	9905 : 8853	605313 : 603867	Q9Y5S9 : O96011	RBM8A : PX11B
21	9946 : 29980	CRYZL1 : DONSON	ENSG00000205758 : ENSG00000159147	2420 : 2993	603920 : 611428	O95825 : Q9NYP3	QORL1 : DONS
22	9978 : 63929	RBX1 : XPNPEP3	ENSG00000100387 : ENSG00000196236	9928 : 28052	603814 : 613553	P62877 : Q9NQH7	RBX1 : XPP3
4	9987 : 3184	HNRNPDL : HNRNPD	ENSG00000152795 : ENSG00000138668	5037 : 5036	607137 : 601324	O14979 : Q14103	HNRDL : HNRPD
2	10058 : 79065	ABCB6 : ATG9A	ENSG00000115657 : ENSG00000198925	47 : 22408	605452 : 612204	Q9NP58 : Q7Z3C6	ABCB6 : ATG9A
11	10072 : 582	DPP3 : BBS1	ENSG00000254986 : ENSG00000174483	3008 : 966	606818 : 209901	Q9NY33 : Q8NFJ9	DPP3 : BBS1
15	10073 : 5780	SNUPN : PTPN9	ENSG00000169371 : ENSG00000169410	14245 : 9661	607902 : 600768	O95149 : P43378	SPN1 : PTN9
12	10102 : 25895	TSFM : EEF1AKMT3	ENSG00000123297 : ENSG00000123427	12367 : 24936	604723 : 615258	P43897 : Q96AZ1	EFTS : EFMT3
20	10110 : 26013	SGK2 : L3MBTL1	ENSG00000101049 : ENSG00000185513	13900 : 15905	607589 : 608802	Q9HBY8 : Q9Y468	SGK2 : LMBL1
5	10111 : 441108	RAD50 : IRF1-AS1		9816 : 33838			
11	10179 : 25996	RBM7 : REXO2	ENSG00000076053 : ENSG00000076043	9904 : 17851	612413 : 607149	Q9Y580 : Q9Y3B8	RBM7 : ORN
9	10210 : 23586	TOPORS : RIGI	ENSG00000197579 : ENSG00000107201	21653 : 19102	609507 : 609631	Q9NS56 : O95786	TOPRS : DDX58
1	10256 : 26034	CNKSR1 : IPCEF1	ENSG00000142675 : ENSG00000074706	19700 : 21204	603272 : 619948	Q969H4 : Q8WWN9	CNKR1 : ICEF1
1	10286 : 163259	BCAS2 : DENND2C	ENSG00000116752 : ENSG00000175984	975 : 24748		O75934 : Q68D51	SPF27 : DEN2C
2	10324 : 129880	KLHL41 : BBS5	ENSG00000239474 : ENSG00000163093	16905 : 970	607701 : 603650	O60662 : Q8N3I7	KLH41 : BBS5
12	10330 : 1431	CNPY2 : CS	ENSG00000257727 : ENSG00000062485	13529 : 2422	605861 : 118950	Q9Y2B0 : O75390	CNPY2 : CISY
11	10346 : 387748	TRIM22 : OR56B1	ENSG00000132274 : ENSG00000181023	16379 : 15245		Q8IYM9 : Q8NGI3	TRI22 : O56B1
14	10379 : 55072	IRF9 : RNF31	ENSG00000213928 : ENSG00000092098	6131 : 16031	147574 : 612487	Q00978 : Q96EP0	IRF9 : RNF31
16	10381 : 4157	TUBB3 : MC1R	ENSG00000258947 : ENSG00000258839	20772 : 6929	602661 : 155555	Q13509 : Q01726	TBB3 : MSHR
6	10384 : 11120	BTN3A3 : BTN2A1	ENSG00000111801 : ENSG00000112763	1140 : 1136	613595 : 613590	O00478 : Q7KYR7	BT3A3 : BT2A1
1	10401 : 148741	PIAS3 : ANKRD35	ENSG00000131788 : ENSG00000198483	16861 : 26323		Q9Y6X2 : Q8N283	PIAS3 : ANR35
12	10436 : 105369635	EMG1 : MIR200CHG	ENSG00000126749 : ENSG00000257084	16912 : 53161			
19	10437 : 5296	IFI30 : PIK3R2	ENSG00000216490 : ENSG00000105647	5398 : 8980	604664 : 603157	P13284 : O00459	GILT : P85B
18	10449 : 4645	ACAA2 : MYO5B	ENSG00000167315 : ENSG00000167306	83 : 7603	604770 : 606540	P42765 : Q9ULV0	THIM : MYO5B
22	10454 : 9145	TAB1 : SYNGR1	ENSG00000100324 : ENSG00000100321	18157 : 11498	602615 : 603925	Q15750 : O43759	TAB1 : SNG1
14	10490 : 51109	VTI1B : RDH11	ENSG00000100568 : ENSG00000072042	17793 : 17964	603207 : 607849	Q9UEU0 : Q8TC12	VTI1B : RDH11
