chr#	GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID
1	51086 : 8790	TNNI3K : FPGT	ENSG00000116783 : ENSG00000254685	19661 : 3825	613932 : 603609	<NA> : O14772	<NA> : FPGT
2	51130 : 10936	ASB3 : GPR75	ENSG00000115239 : ENSG00000119737	16013 : 4526	605760 : 606704	<NA> : O95800	<NA> : GPR75
13	51131 : 83852	PHF11 : SETDB2	ENSG00000136147 : ENSG00000136169	17024 : 20263	607796 : 607865	Q9UIL8 : Q96T68	PHF11 : SETB2
17	51136 : 107133522	RNFT1 : DHX40P1	ENSG00000189050 : ENSG00000266992	30206 : 20687			
17	51136 : 400609	RNFT1 : TBC1D3P1	ENSG00000189050 : ENSG00000238283	30206 : 27445			
6	51167 : 134701	CYB5R4 : RIPPLY2	ENSG00000065615 : ENSG00000203877	20147 : 21390	608343 : 609891	Q7L1T6 : Q5TAB7	NB5R4 : RIPP2
16	51192 : 113540	CKLF : CMTM1	ENSG00000217555 : ENSG00000089505	13253 : 19172	616074 : 607884	Q9UBR5 : Q8IZ96	CKLF : CKLF1
5	51194 : 100130733	IPO11 : LRRC70	ENSG00000086200 : ENSG00000186105	20628 : 35155		Q9UI26 : Q7Z2Q7	IPO11 : LRR70
14	51241 : 55333	COX16 : SYNJ2BP	ENSG00000133983 : ENSG00000213463	20213 : 18955	618064 : 609411	Q9P0S2 : P57105	COX16 : SYJ2B
6	51256 : 100130357	TBC1D7 : LOC100130357	ENSG00000145979 : ENSG00000215022				
7	51351 : 2086	ZNF117 : ERV3-1	ENSG00000152926 : ENSG00000213462	12897 : 3454	194624 : 131170	<NA> : Q14264	<NA> : ENR1
9	51490 : 883	SPOUT1 : KYAT1	ENSG00000198917 : ENSG00000171097	26933 : 1564	617614 : 600547	Q5T280 : Q16773	CI114 : KAT1
2	51540 : 140739	SCLY : UBE2F	ENSG00000132330 : ENSG00000184182	18161 : 12480	611056 : 617700	Q96I15 : Q969M7	SCLY : UBE2F
7	51631 : 154791	LUC7L2 : FMC1	ENSG00000146963 : ENSG00000164898	21608 : 26946			
2	51652 : 7844	CHMP3 : RNF103	ENSG00000115561 : ENSG00000239305	29865 : 12859	610052 : 602507	<NA> : O00237	<NA> : RN103
20	51750 : 8771	RTEL1 : TNFRSF6B	ENSG00000258366 : ENSG00000243509	15888 : 11921	608833 : 603361	Q9NZ71 : O95407	RTEL1 : TNF6B
11	53826 : 486	FXYD6 : FXYD2	ENSG00000137726 : ENSG00000137731	4030 : 4026	606683 : 601814	Q9H0Q3 : P54710	FXYD6 : ATNG
11	53840 : 117854	TRIM34 : TRIM6	ENSG00000258659 : ENSG00000121236	10063 : 16277	605684 : 607564	Q9BYJ4 : Q9C030	TRI34 : TRIM6
19	53916 : 112398	RAB4B : EGLN2	ENSG00000167578 : ENSG00000269858	9782 : 14660	612945 : 606424	P61018 : Q96KS0	RAB4B : EGLN2
19	53916 : 8190	RAB4B : MIA	ENSG00000167578 : ENSG00000261857	9782 : 7076	612945 : 601340	P61018 : Q16674	RAB4B : MIA
5	54439 : 5459	RBM27 : POU4F3	ENSG00000091009 : ENSG00000091010	29243 : 9220	620082 : 602460	Q9P2N5 : Q15319	RBM27 : PO4F3
13	54841 : 2073	BIVM : ERCC5	ENSG00000134897 : ENSG00000134899	16034 : 3437	619006 : 133530	Q86UB2 : P28715	BIVM : ERCC5
5	54882 : 8637	ANKHD1 : EIF4EBP3	ENSG00000131503 : ENSG00000243056	24714 : 3290	610500 : 603483	<NA> : O60516	<NA> : 4EBP3
13	54937 : 728591	SOHLH2 : CCDC169	ENSG00000120669 : ENSG00000242715	26026 : 34361		<NA> : A6NNP5	<NA> : CC169
14	55333 : 51241	SYNJ2BP : COX16	ENSG00000213463 : ENSG00000133983	18955 : 20213	609411 : 618064	P57105 : Q9P0S2	SYJ2B : COX16
7	55340 : 170575	GIMAP5 : GIMAP1	ENSG00000196329 : ENSG00000213203	18005 : 23237	608086 : 608084	Q96F15 : Q8WWP7	GIMA5 : GIMA1
22	55615 : 23779	PRR5 : ARHGAP8	ENSG00000186654 : ENSG00000241484	31682 : 677	609406 : 609405	P85299 : P85298	PRR5 : RHG08
7	55665 : 64951	URGCP : MRPS24	ENSG00000106608 : ENSG00000062582	30890 : 14510	610337 : 611986	Q8TCY9 : Q96EL2	URGCP : RT24
20	55741 : 101410538	EDEM2 : MMP24OS	ENSG00000088298 : ENSG00000126005	15877 : 44421			
20	55861 : 90196	DBNDD2 : SYS1	ENSG00000244274 : ENSG00000204070	15881 : 16162	611453 : 612979	Q9BQY9 : Q8N2H4	DBND2 : SYS1
20	55969 : 60436	RAB5IF : TGIF2	ENSG00000101084 : ENSG00000118707	15870 : 15764	619960 : 607294	Q9BUV8 : Q9GZN2	RCAF1 : TGIF2
7	55973 : 11062	BCAP29 : DUS4L	ENSG00000075790 : ENSG00000105865	24131 : 21517		Q9UHQ4 : O95620	BAP29 : DUS4L
8	56260 : 23678	C8orf44 : SGK3	ENSG00000288596 : ENSG00000104205	25646 : 10812	<NA> : 607591	<NA> : Q53EW6	<NA> : Q53EW6
19	56342 : 5032	PPAN : P2RY11	ENSG00000130810 : ENSG00000244165	9227 : 8540	607793 : 602697	A8MV53 : Q96G91	A8MV53 : P2Y11
6	56658 : 79897	TRIM39 : RPP21	ENSG00000204599 : ENSG00000241370	10065 : 21300	605700 : 612524	Q9HCM9 : Q9H633	TRI39 : RPP21
21	56683 : 140290	CFAP298 : TCP10L	ENSG00000159079 : ENSG00000242220	1301 : 11657	615494 : 608365	P57076 : Q8TDR4	CF298 : TCP1L
15	56924 : 701	PAK6 : BUB1B	ENSG00000137843 : ENSG00000156970	16061 : 1149	608110 : 602860	<NA> : O60566	<NA> : BUB1B
17	57048 : 254863	PLSCR3 : TMEM256	ENSG00000187838 : ENSG00000205544	16495 : 28618	607611 : 617779	Q9NRY6 : Q8N2U0	PLS3 : TM256
1	57116 : 93474	ZNF695 : ZNF670	ENSG00000197472 : ENSG00000277462	30954 : 28167		Q8IW36 : Q9BS34	ZN695 : ZN670
20	57119 : 140870	EPPIN : WFDC6	ENSG00000101448 : ENSG00000243543	15932 : 16164		A0A384NYB9 : Q9BQY6	A0A384NYB9 : WFDC6
17	57335 : 353149	ZNF286A : TBC1D26	ENSG00000187607 : ENSG00000214946	13501 : 28745		Q9HBT8 : Q86UD7	Z286A : TBC26
10	57412 : 119032	AS3MT : BORCS7	ENSG00000214435 : ENSG00000166275	17452 : 23516	611806 : 616600	Q9HBK9 : Q96B45	AS3MT : BORC7
3	57461 : 339122	ISY1 : RAB43	ENSG00000240682 : ENSG00000172780	29201 : 19983		<NA> : Q86YS6	<NA> : RAB43
5	57491 : 10016	AHRR : PDCD6	ENSG00000063438 : ENSG00000249915	346 : 8765	606517 : 601057	A9YTQ3 : O75340	AHRR : PDCD6
3	57560 : 286827	IFT80 : TRIM59	ENSG00000068885 : ENSG00000213186	29262 : 30834	611177 : 616148	Q9P2H3 : Q8IWR1	IFT80 : TRI59
2	57665 : 93034	RDH14 : NT5C1B	ENSG00000240857 : ENSG00000185013	19979 : 17818	616796 : 610526	Q9HBH5 : A0A140VJC7	RDH14 : A0A140VJC7
7	57786 : 389458	RBAK : RBAKDN	ENSG00000146587 : ENSG00000273313	17680 : 33770			
19	58491 : 147670	ZNF71 : SMIM17	ENSG00000197951 : ENSG00000268182	13141 : 27114		Q9NQZ8 : P0DL12	ZNF71 : SIM17
6	58530 : 259215	LY6G6D : LY6G6F	ENSG00000244355 : ENSG00000204424	13935 : 13933	606038 : 611404	O95868 : Q5SQ64	LY66D : LY66F
20	60436 : 55969	TGIF2 : RAB5IF	ENSG00000118707 : ENSG00000101084	15764 : 15870	607294 : 619960	Q9GZN2 : Q9BUV8	TGIF2 : RCAF1
6	63915 : 81567	BLOC1S5 : TXNDC5	ENSG00000188428 : ENSG00000239264	18561 : 21073	607289 : 616412	Q8TDH9 : Q8NBS9	BL1S5 : TXND5
6	63915 : 9521	BLOC1S5 : EEF1E1	ENSG00000188428 : ENSG00000124802	18561 : 3212	607289 : 609206	Q8TDH9 : O43324	BL1S5 : MCA3
X	64860 : 100287765	ARMCX5 : LINC00630		25772 : 44263			
X	64860 : 114928	ARMCX5 : GPRASP2	ENSG00000125962 : ENSG00000158301	25772 : 25169	301047 : 300969	Q6P1M9 : B3KW05	ARMX5 : B3KW05
X	64860 : 80823	ARMCX5 : GPRASP3	ENSG00000125962 : ENSG00000198908	25772 : 29353	301047 : 300921	Q6P1M9 : Q6PI77	ARMX5 : BHLH9
X	64860 : 9737	ARMCX5 : GPRASP1	ENSG00000125962 : ENSG00000198932	25772 : 24834	301047 : 300417	Q6P1M9 : Q5JY77	ARMX5 : GASP1
7	64951 : 55665	MRPS24 : URGCP	ENSG00000062582 : ENSG00000106608	14510 : 30890	611986 : 610337	Q96EL2 : Q8TCY9	RT24 : URGCP
11	65987 : 4718	KCTD14 : NDUFC2	ENSG00000151364 : ENSG00000151366	23295 : 7706	<NA> : 603845	Q9BQ13 : O95298	KCD14 : NDUC2
8	66004 : 432355	LYNX1 : SLURP2	ENSG00000180155 : ENSG00000283992	29604 : 25549		<NA> : P0DP57	<NA> : SLUR2
1	79005 : 79626	SCNM1 : TNFAIP8L2	ENSG00000163156 : ENSG00000163154	23136 : 26277	608095 : 612112	<NA> : Q6P589	<NA> : TP8L2
16	79008 : 445329	SLX1B : SULT1A4	ENSG00000181625 : ENSG00000213648	28748 : 30004	615823 : 615819		
16	79585 : 51025	CORO7 : PAM16	ENSG00000262246 : ENSG00000217930	26161 : 29679	611668 : 614336	P57737 : Q9Y3D7	CORO7 : TIM16
1	79626 : 79005	TNFAIP8L2 : SCNM1	ENSG00000163154 : ENSG00000163156	26277 : 23136	612112 : 608095		
7	79706 : 100289561	PRKRIP1 : LOC100289561					
20	79716 : 8675	NPEPL1 : STX16	ENSG00000215440 : ENSG00000124222	16244 : 11431	<NA> : 603666	Q8NDH3 : O14662	PEPL1 : STX16
6	79897 : 56658	RPP21 : TRIM39	ENSG00000241370 : ENSG00000204599	21300 : 10065	612524 : 605700	Q9H633 : Q9HCM9	RPP21 : TRI39
17	80755 : 100885848	AARSD1 : PTGES3L	ENSG00000266967 : ENSG00000267060	28417 : 43943		<NA> : E9PB15	<NA> : PTG3L
6	80759 : 100129128	KHDC1 : KHDC1L	ENSG00000135314 : ENSG00000256980	21366 : 37274		Q4VXA5 : Q5JSQ8	KHDC1 : KHDCL
6	80759 : 387097	KHDC1 : C6orf147					
X	80823 : 100287765	GPRASP3 : LINC00630		29353 : 44263			
X	80823 : 114928	GPRASP3 : GPRASP2	ENSG00000198908 : ENSG00000158301	29353 : 25169	300921 : 300969	Q6PI77 : B3KW05	BHLH9 : B3KW05
X	80823 : 64860	GPRASP3 : ARMCX5	ENSG00000198908 : ENSG00000125962	29353 : 25772	300921 : 301047	Q6PI77 : Q6P1M9	BHLH9 : ARMX5
X	80823 : 9737	GPRASP3 : GPRASP1	ENSG00000198908 : ENSG00000198932	29353 : 24834	300921 : 300417	Q6PI77 : Q5JY77	BHLH9 : GASP1
11	80829 : 1270	ZFP91 : CNTF	ENSG00000186660 : ENSG00000242689	14983 : 2169	619289 : 118945	Q96JP5 : P26441	ZFP91 : CNTF
6	80864 : 9374	EGFL8 : PPT2	ENSG00000241404 : ENSG00000221988	13944 : 9326	609897 : 603298	Q99944 : Q9UMR5	EGFL8 : PPT2
1	81025 : 26292	GJA9 : MYCBP	ENSG00000131233 : ENSG00000214114	19155 : 7554	611923 : 606535	P57773 : Q99417	CXA9 : MYCBP
15	81488 : 100820829	POLR2M : MYZAP	ENSG00000255529 : ENSG00000263155	14862 : 43444	606485 : 614071	Q6EEV4 : A0A024R5W4	GL1AD : A0A024R5W4
6	81567 : 63915	TXNDC5 : BLOC1S5	ENSG00000239264 : ENSG00000188428	21073 : 18561	616412 : 607289	Q8NBS9 : Q8TDH9	TXND5 : BL1S5
7	81628 : 402573	TSC22D4 : SPACDR	ENSG00000166925 : ENSG00000185955	21696 : 22135	611914 : 619782	Q9Y3Q8 : Q8IZ16	T22D4 : SACDR
2	83444 : 23559	INO80B : WBP1	ENSG00000115274 : ENSG00000239779	13324 : 12737	616456 : 606961	Q9C086 : Q96G27	IN80B : WBP1
13	83852 : 51131	SETDB2 : PHF11	ENSG00000136169 : ENSG00000136147	20263 : 17024	607865 : 607796	Q96T68 : Q9UIL8	SETB2 : PHF11
3	84126 : 11277	ATRIP : TREX1	ENSG00000164053 : ENSG00000213689	33499 : 12269	606605 : 606609	Q8WXE1 : Q9NSU2	ATRIP : TREX1
3	84129 : 27031	ACAD11 : NPHP3	ENSG00000240303 : ENSG00000113971	30211 : 7907	614288 : 608002	Q709F0 : Q7Z494	ACD11 : NPHP3
7	84182 : 11185	MINDY4 : INMT	ENSG00000106125 : ENSG00000241644	21916 : 6069	<NA> : 604854	Q4G0A6 : O95050	MINY4 : INMT
19	84527 : 7730	ZNF559 : ZNF177	ENSG00000188321 : ENSG00000188629	28197 : 12966	<NA> : 601276		
8	84773 : 50626	TMEM276 : ZFTRAF1	ENSG00000187954 : ENSG00000187954	56235 : 17806	<NA> : 616635	<NA> : P0DTL6	<NA> : ZTRF1
6	84918 : 135250	LRP11 : RAET1E	ENSG00000120256 : ENSG00000164520	16936 : 16793	<NA> : 609243	Q86VZ4 : Q8TD07	LRP11 : RAE1E
8	84933 : 11244	C8orf76 : ZHX1	ENSG00000189376 : ENSG00000165156	25924 : 12871	<NA> : 604764	Q96K31 : Q9UKY1	CH076 : ZHX1
10	84986 : 6585	ARHGAP19 : SLIT1	ENSG00000213390 : ENSG00000187122	23724 : 11085	611587 : 603742	Q14CB8 : O75093	RHG19 : SLIT1
1	89866 : 730102	SEC16B : CRYZL2P	ENSG00000120341 : ENSG00000242193	30301 : 52164			
16	89927 : 255027	BMERB1 : MPV17L	ENSG00000166780 : ENSG00000156968	19213 : 26827	<NA> : 618100	Q96MC5 : Q2QL34	MERB1 : MP17L
20	90196 : 55861	SYS1 : DBNDD2	ENSG00000204070 : ENSG00000244274	16162 : 15881	612979 : 611453	Q8N2H4 : Q9BQY9	SYS1 : DBND2
19	90589 : 7568	ZNF625 : ZNF20	ENSG00000257591 : ENSG00000132010	30571 : 12992	<NA> : 194557	Q96I27 : P17024	ZN625 : ZNF20
9	91283 : 8577	MSANTD3 : TMEFF1	ENSG00000066697 : ENSG00000241697	23370 : 11866	<NA> : 603421		
14	91612 : 2342	CHURC1 : FNTB	ENSG00000258289 : ENSG00000257365	20099 : 3785	608577 : 134636	Q8WUH1 : A0A384MEJ5	CHUR : A0A384MEJ5
19	91661 : 170958	ZNF765 : ZNF525	ENSG00000196417 : ENSG00000203326	25092 : 29423		Q7L2R6 : Q8N782	ZN765 : ZN525
19	91661 : 388561	ZNF765 : ZNF761	ENSG00000196417 : ENSG00000160336	25092 : 23179		Q7L2R6 : Q86XN6	ZN765 : ZN761
11	91894 : 3316	C11orf52 : HSPB2	ENSG00000149300 : ENSG00000170276	30531 : 5247	<NA> : 602179	Q96A22 : Q16082	CK052 : HSPB2
2	93034 : 57665	NT5C1B : RDH14	ENSG00000185013 : ENSG00000240857	17818 : 19979	610526 : 616796	A0A140VJC7 : Q9HBH5	A0A140VJC7 : RDH14
1	93474 : 57116	ZNF670 : ZNF695	ENSG00000277462 : ENSG00000197472	28167 : 30954	<NA> : 616348	Q9BS34 : Q8IW36	ZN670 : ZN695
2	96626 : 440895	LIMS3 : LOC440895	ENSG00000256977 : ENSG00000290731				
19	112398 : 53916	EGLN2 : RAB4B	ENSG00000269858 : ENSG00000167578	14660 : 9782	606424 : 612945	Q96KS0 : P61018	EGLN2 : RAB4B
16	113540 : 51192	CMTM1 : CKLF	ENSG00000089505 : ENSG00000217555	19172 : 13253	607884 : 616074	Q8IZ96 : Q9UBR5	CKLF1 : CKLF
5	114899 : 23600	C1QTNF3 : AMACR	ENSG00000082196 : ENSG00000242110	14326 : 451	612045 : 604489	Q9BXJ4 : Q9UHK6	C1QT3 : AMACR
X	114928 : 100287765	GPRASP2 : LINC00630		25169 : 44263			
X	114928 : 64860	GPRASP2 : ARMCX5	ENSG00000158301 : ENSG00000125962	25169 : 25772	300969 : 301047	B3KW05 : Q6P1M9	B3KW05 : ARMX5
X	114928 : 80823	GPRASP2 : GPRASP3	ENSG00000158301 : ENSG00000198908	25169 : 29353	300969 : 300921	B3KW05 : Q6PI77	B3KW05 : BHLH9
X	114928 : 9737	GPRASP2 : GPRASP1	ENSG00000158301 : ENSG00000198932	25169 : 24834	300969 : 300417	B3KW05 : Q5JY77	B3KW05 : GASP1
3	116211 : 255758	TM4SF19 : DYNLT2B	ENSG00000145107 : ENSG00000213123	25167 : 28482	<NA> : 617353	Q96DZ7 : Q8WW35	T4S19 : DYT2B
15	117155 : 161497	CATSPER2 : STRC	ENSG00000166762 : ENSG00000242866	18810 : 16035	607249 : 606440	Q96P56 : Q7RTU9	CTSR2 : STRC
15	117155 : 554224	CATSPER2 : PPIP5K1P1		18810 : 32373			
17	117584 : 5892	RFFL : RAD51D	ENSG00000092871 : ENSG00000185379	24821 : 9823	609735 : 602954	Q8WZ73 : O75771	RFFL : RA51D
11	117854 : 53840	TRIM6 : TRIM34	ENSG00000121236 : ENSG00000258659	16277 : 10063	607564 : 605684	Q9C030 : Q9BYJ4	TRIM6 : TRI34
10	118471 : 118472	PRAP1 : ZNF511	ENSG00000165828 : ENSG00000198546	23304 : 28445		Q96NZ9 : Q8NB15	PRAP1 : ZN511
10	118472 : 118471	ZNF511 : PRAP1	ENSG00000198546 : ENSG00000165828	28445 : 23304	<NA> : 609776	Q8NB15 : Q96NZ9	ZN511 : PRAP1
10	119016 : 728407	AGAP4 : PARGP1		23459 : 45008			
10	119032 : 57412	BORCS7 : AS3MT	ENSG00000166275 : ENSG00000214435	23516 : 17452	616600 : 611806	Q96B45 : Q9HBK9	BORC7 : AS3MT
17	124944 : 440400	C17orf49 : RNASEK	ENSG00000258315 : ENSG00000219200	28737 : 33911	617215 : 617098	Q8IXM2 : Q6P5S7	BAP18 : RNK
19	125893 : 399669	ZNF816 : ZNF321P	ENSG00000180257 : ENSG00000213801	26995 : 13827			
6	134701 : 51167	RIPPLY2 : CYB5R4	ENSG00000203877 : ENSG00000065615	21390 : 20147	609891 : 608343	Q5TAB7 : Q7L1T6	RIPP2 : NB5R4
6	135250 : 84918	RAET1E : LRP11	ENSG00000164520 : ENSG00000120256	16793 : 16936		Q8TD07 : Q86VZ4	RAE1E : LRP11
21	140290 : 56683	TCP10L : CFAP298	ENSG00000242220 : ENSG00000159079	11657 : 1301	608365 : 615494	Q8TDR4 : P57076	TCP1L : CF298
2	140739 : 51540	UBE2F : SCLY	ENSG00000184182 : ENSG00000132330	12480 : 18161	617700 : 611056	Q969M7 : Q96I15	UBE2F : SCLY
20	140870 : 57119	WFDC6 : EPPIN	ENSG00000243543 : ENSG00000101448	16164 : 15932	<NA> : 609031	Q9BQY6 : A0A384NYB9	WFDC6 : A0A384NYB9
12	144347 : 144348	RFLNA : ZNF664	ENSG00000178882 : ENSG00000179195	27051 : 25406	615927 : 617890	<NA> : Q8N3J9	<NA> : ZN664
12	144348 : 144347	ZNF664 : RFLNA	ENSG00000179195 : ENSG00000178882	25406 : 27051	617890 : 615927		
14	145553 : 4738	MDP1 : NEDD8	ENSG00000213920 : ENSG00000129559	28781 : 7732	<NA> : 603171	Q86V88 : Q15843	MGDP1 : NEDD8
17	146880 : 109286551	ARHGAP27P1 : BPTFP1	<NA> : ENSG00000263647	28630 : 52869			
17	146880 : 109286552	ARHGAP27P1 : KPNA2P3		28630 : 52870			
17	146880 : 440456	ARHGAP27P1 : PLEKHM1P1	<NA> : ENSG00000291117	28630 : 35411			
17	147081 : 1394	LINC02210 : CRHR1	ENSG00000204650 : ENSG00000120088	26327 : 2357	<NA> : 122561	<NA> : B3TIK8	<NA> : B3TIK8
17	147172 : 107133516	LRRC37BP1 : SMURF2P1		25390 : 44402			
19	147670 : 58491	SMIM17 : ZNF71	ENSG00000268182 : ENSG00000197951	27114 : 13141	<NA> : 194545	P0DL12 : Q9NQZ8	SIM17 : ZNF71
1	148534 : 25950	TLCD4 : RWDD3	ENSG00000152078 : ENSG00000122481	26477 : 21393	<NA> : 615875	Q96MV1 : Q9Y3V2	TLCD4 : RWDD3
2	151230 : 493911	KLHL23 : PHOSPHO2	ENSG00000213160 : ENSG00000144362	27506 : 28316		<NA> : Q8TCD6	<NA> : PHOP2
7	154791 : 51631	FMC1 : LUC7L2	ENSG00000164898 : ENSG00000146963	26946 : 21608	<NA> : 613056	<NA> : Q9Y383	<NA> : LC7L2
15	161497 : 117155	STRC : CATSPER2	ENSG00000242866 : ENSG00000166762	16035 : 18810	606440 : 607249	Q7RTU9 : Q96P56	STRC : CTSR2
15	161497 : 554224	STRC : PPIP5K1P1		16035 : 32373			
15	161582 : 9236	DNAAF4 : CCPG1	ENSG00000256061 : ENSG00000260916	21493 : 24227	608706 : 611326	Q8WXU2 : Q9ULG6	DAAF4 : CCPG1
7	170575 : 55340	GIMAP1 : GIMAP5	ENSG00000213203 : ENSG00000196329	23237 : 18005	608084 : 608086	Q8WWP7 : Q96F15	GIMA1 : GIMA5
19	170958 : 388561	ZNF525 : ZNF761	ENSG00000203326 : ENSG00000160336	29423 : 23179		Q8N782 : Q86XN6	ZN525 : ZN761
19	170958 : 91661	ZNF525 : ZNF765	ENSG00000203326 : ENSG00000196417	29423 : 25092		Q8N782 : Q7L2R6	ZN525 : ZN765
10	196792 : 50624	FAM24B : CUZD1	ENSG00000213185 : ENSG00000138161	23475 : 17937	<NA> : 616644	Q8N5W8 : Q86UP6	FA24B : CUZD1
17	201158 : 284040	TVP23C : CDRT4	ENSG00000175106 : ENSG00000239704	30453 : 14383		<NA> : Q8N9R6	<NA> : CDRT4
11	219899 : 7007	TBCEL : TECTA	ENSG00000154114 : ENSG00000109927	28115 : 11720	610451 : 602574	Q5QJ74 : O75443	TBCEL : TECTA
11	221092 : 26580	HNRNPUL2 : BSCL2	ENSG00000214753 : ENSG00000168000	25451 : 15832	<NA> : 606158	Q1KMD3 : Q96G97	HNRL2 : BSCL2
7	246721 : 100134938	POLR2J2 : UPK3BL1	ENSG00000228049 : ENSG00000267368	23208 : 37278		<NA> : B0FP48	<NA> : UPK3L
17	254863 : 57048	TMEM256 : PLSCR3	ENSG00000205544 : ENSG00000187838	28618 : 16495	617779 : 607611	Q8N2U0 : Q9NRY6	TM256 : PLS3
16	255027 : 89927	MPV17L : BMERB1	ENSG00000156968 : ENSG00000166780	26827 : 19213		Q2QL34 : Q96MC5	MP17L : MERB1
3	255758 : 116211	DYNLT2B : TM4SF19	ENSG00000213123 : ENSG00000145107	28482 : 25167		Q8WW35 : Q96DZ7	DYT2B : T4S19
6	259215 : 58530	LY6G6F : LY6G6D	ENSG00000204424 : ENSG00000244355	13933 : 13935	611404 : 606038	Q5SQ64 : O95868	LY66F : LY66D
12	282809 : 8693	POC1B : GALNT4	ENSG00000139323 : ENSG00000257594	30836 : 4126	614784 : 603565		
17	284040 : 201158	CDRT4 : TVP23C	ENSG00000239704 : ENSG00000175106	14383 : 30453			
3	285349 : 10168	ZNF660 : ZNF197	ENSG00000144792 : ENSG00000186448	26720 : 12988	<NA> : 618359	Q6AZW8 : O14709	ZN660 : ZN197
11	285407 : 100131539	ALG1L9P : ZNF705EP		44378 : 33203		<NA> : A8MWA4	<NA> : Z705E
11	285407 : 100133315	ALG1L9P : XNDC1N	ENSG00000248671 : ENSG00000254469	44378 : 54661			
3	286827 : 57560	TRIM59 : IFT80	ENSG00000213186 : ENSG00000068885	30834 : 29262	616148 : 611177	Q8IWR1 : Q9P2H3	TRI59 : IFT80
12	338821 : 28234	SLCO1B7 : SLCO1B3	<NA> : ENSG00000111700	32934 : 10961	619875 : 605495	G3V0H7 : Q9NPD5	SO1B7 : SO1B3
16	339039 : 9284	PKD1P3 : NPIPA1	ENSG00000183458 : ENSG00000183426	30067 : 7909	<NA> : 606406		
3	339122 : 57461	RAB43 : ISY1	ENSG00000172780 : ENSG00000240682	19983 : 29201	<NA> : 612764		
X	340591 : 11238	CA5BP1 : CA5B	<NA> : ENSG00000169239	29544 : 1378	<NA> : 300230	<NA> : Q9Y2D0	<NA> : CAH5B
2	344454 : 107126360	AOX2P : AOX3P	ENSG00000243478 : ENSG00000290905	18450 : 19049			
15	348110 : 10239	ARPIN : AP3S2	ENSG00000242498 : ENSG00000157823	28782 : 571	615543 : 602416	Q7Z6K5 : P59780	ARPIN : AP3S2
16	348156 : 105376752	PKD1P5 : NPIPA9	ENSG00000254681 : ENSG00000233024	30069 : 41984			
17	353149 : 57335	TBC1D26 : ZNF286A	ENSG00000214946 : ENSG00000187607	28745 : 13501		Q86UD7 : Q9HBT8	TBC26 : Z286A
5	353376 : 51014	TICAM2 : TMED7	ENSG00000243414 : ENSG00000134970	21354 : 24253	608321 : 619990		
16	353511 : 100874381	PKD1P6 : NPIPP1	ENSG00000250251 : ENSG00000188599	30070 : 35407			
16	353512 : 101059953	PKD1P4 : NPIPA8	ENSG00000205746 : ENSG00000214940	30068 : 41983			
1	374977 : 7268	MROH7 : TTC4	ENSG00000184313 : ENSG00000243725	24802 : 12394	<NA> : 606753	Q68CQ1 : O95801	MROH7 : TTC4
3	375346 : 389125	STIMATE : MUSTN1	ENSG00000213533 : ENSG00000272573	30526 : 22144	617189 : 617195	Q86TL2 : Q8IVN3	STIMA : MSTN1
6	375513 : 106660612	GUSBP4 : LINC00680	<NA> : ENSG00000290555	18220 : 44417			
1	378708 : 1325	CENPS : CORT	ENSG00000175279 : ENSG00000241563	23163 : 2257	609130 : 602784	<NA> : O00230	<NA> : CORT
6	387097 : 100129128	C6orf147 : KHDC1L	<NA> : ENSG00000256980	<NA> : 37274		<NA> : Q5JSQ8	<NA> : KHDCL
6	387097 : 80759	C6orf147 : KHDC1	<NA> : ENSG00000135314	<NA> : 21366	<NA> : 611688	<NA> : Q4VXA5	<NA> : KHDC1
6	387104 : 9729	SOGA3 : KIAA0408	ENSG00000214338 : ENSG00000189367	21494 : 21636	<NA> : 619236	Q5TF21 : Q6ZU52	SOGA3 : K0408
20	387521 : 7335	PEDS1 : UBE2V1	ENSG00000240849 : ENSG00000244687	16735 : 12494	610994 : 602995	<NA> : G3V2F7	<NA> : G3V2F7
19	388561 : 170958	ZNF761 : ZNF525	ENSG00000160336 : ENSG00000203326	23179 : 29423		Q86XN6 : Q8N782	ZN761 : ZN525
19	388561 : 91661	ZNF761 : ZNF765	ENSG00000160336 : ENSG00000196417	23179 : 25092		Q86XN6 : Q7L2R6	ZN761 : ZN765
3	389125 : 375346	MUSTN1 : STIMATE	ENSG00000272573 : ENSG00000213533	22144 : 30526	617195 : 617189	Q8IVN3 : Q86TL2	MSTN1 : STIMA
7	389458 : 57786	RBAKDN : RBAK	ENSG00000273313 : ENSG00000146587	33770 : 17680	<NA> : 608191	<NA> : Q9NYW8	<NA> : RBAK
7	389537 : 110440226	OR7E38P : CCZ1P1	ENSG00000183444 : ENSG00000243554	8411 : 55746			
19	399669 : 125893	ZNF321P : ZNF816	ENSG00000213801 : ENSG00000180257	13827 : 26995		<NA> : Q0VGE8	<NA> : ZN816
15	400410 : 10588	ST20 : MTHFS	ENSG00000180953 : ENSG00000136371	33520 : 7437	<NA> : 604197	<NA> : P49914	<NA> : MTHFS
17	400609 : 107133522	TBC1D3P1 : DHX40P1	ENSG00000238283 : ENSG00000266992	27445 : 20687			
17	400609 : 51136	TBC1D3P1 : RNFT1	ENSG00000238283 : ENSG00000189050	27445 : 30206	<NA> : 615172	<NA> : Q5M7Z0	<NA> : RNFT1
